Indigo Taxonomy ID,Indigo Taxonomy,Google Taxonomy,
828850-528243-528366-528676-530562,Books > Home and Garden > Crafts and Hobbies > Art Technique > Airbrush,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530563,Books > Home and Garden > Crafts and Hobbies > Art Technique > Calligraphy,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530564,Books > Home and Garden > Crafts and Hobbies > Art Technique > Cartooning,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530565,Books > Home and Garden > Crafts and Hobbies > Art Technique > Drawing,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530566,Books > Home and Garden > Crafts and Hobbies > Art Technique > Mixed-Media,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530567,Books > Home and Garden > Crafts and Hobbies > Art Technique > Oil Painting,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530568,Books > Home and Garden > Crafts and Hobbies > Art Technique > Painting,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530569,Books > Home and Garden > Crafts and Hobbies > Art Technique > Pastel,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530570,Books > Home and Garden > Crafts and Hobbies > Art Technique > Pen and Ink,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530571,Books > Home and Garden > Crafts and Hobbies > Art Technique > Pencil,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530572,Books > Home and Garden > Crafts and Hobbies > Art Technique > Printmaking,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530573,Books > Home and Garden > Crafts and Hobbies > Art Technique > Sculpture,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528676-530574,Books > Home and Garden > Crafts and Hobbies > Art Technique > Watercolour,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528677,Books > Home and Garden > Crafts and Hobbies > Baskets,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528678,Books > Home and Garden > Crafts and Hobbies > Carving,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528679,Books > Home and Garden > Crafts and Hobbies > Crafts for Children,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528680,Books > Home and Garden > Crafts and Hobbies > Decorating,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528681,Books > Home and Garden > Crafts and Hobbies > Flower Arranging,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528682,Books > Home and Garden > Crafts and Hobbies > Framing,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528683,Books > Home and Garden > Crafts and Hobbies > Glass and Glassware,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528684,Books > Home and Garden > Crafts and Hobbies > Jewelry,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528685,Books > Home and Garden > Crafts and Hobbies > Metal Work,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528686,Books > Home and Garden > Crafts and Hobbies > Miniatures,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528688,Books > Home and Garden > Crafts and Hobbies > Model Railroading,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528689,Books > Home and Garden > Crafts and Hobbies > Models,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530575,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Applique,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530576,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Crocheting,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530577,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Cross-Stitch,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530578,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Dye,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530579,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Embroidery,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530580,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Fashion,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530581,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Knitting,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530582,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Lace,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530583,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Needlework,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530584,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Patchwork,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530585,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Quilts and Quilting,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530586,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Rugs,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530587,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Sewing,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530588,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Tatting,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528690-530589,Books > Home and Garden > Crafts and Hobbies > Needlecrafts and Fabric > Weaving,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528691,Books > Home and Garden > Crafts and Hobbies > Origami,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528692,Books > Home and Garden > Crafts and Hobbies > Painting,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528693,Books > Home and Garden > Crafts and Hobbies > Papercrafts,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528694,Books > Home and Garden > Crafts and Hobbies > Potpourri,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528695,Books > Home and Garden > Crafts and Hobbies > Pottery and Ceramics,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528696,Books > Home and Garden > Crafts and Hobbies > Printmaking,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528697,Books > Home and Garden > Crafts and Hobbies > Puppets and Puppetry,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528698,Books > Home and Garden > Crafts and Hobbies > Reference,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528699,Books > Home and Garden > Crafts and Hobbies > Seasonal,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528700,Books > Home and Garden > Crafts and Hobbies > Stenciling,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528701,Books > Home and Garden > Crafts and Hobbies > Toymaking,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528366-528702,Books > Home and Garden > Crafts and Hobbies > Woodwork,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828850-528243-528367,Books > Home and Garden > Gardening,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528703,Books > Home and Garden > Gardening > Container,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528704,Books > Home and Garden > Gardening > Essays,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528705,Books > Home and Garden > Gardening > Flowers,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528705-530590,Books > Home and Garden > Gardening > Flowers > Annuals,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528705-530591,Books > Home and Garden > Gardening > Flowers > Azaleas,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528705-530592,Books > Home and Garden > Gardening > Flowers > Bulbs,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528705-530593,Books > Home and Garden > Gardening > Flowers > Flower Arranging,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528705-530594,Books > Home and Garden > Gardening > Flowers > Orchids,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528705-530595,Books > Home and Garden > Gardening > Flowers > Perennials,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528705-530596,Books > Home and Garden > Gardening > Flowers > Roses,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528706,Books > Home and Garden > Gardening > Fruit,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528707,Books > Home and Garden > Gardening > Garden Design,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528708,Books > Home and Garden > Gardening > Garden Furnishings,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528709,Books > Home and Garden > Gardening > Greenhouses,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528710,Books > Home and Garden > Gardening > Herbs,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528711,Books > Home and Garden > Gardening > House Plants,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528712,Books > Home and Garden > Gardening > Hydroponics,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528713,Books > Home and Garden > Gardening > Indoor,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528714,Books > Home and Garden > Gardening > Japanese Gardens,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528715,Books > Home and Garden > Gardening > Landscape,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528716,Books > Home and Garden > Gardening > Lawns,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528717,Books > Home and Garden > Gardening > Organic,Media > Books > Non-Fiction > Gardening Books,
828850-528243-528367-528718,Books > Home and Garden > Gardening > Ornamental Plants,Media > Books > Non-Fiction > Gardening Books,
